,LN_ID,TARGET,contract_type_ord,gender_ord,num_of_children_ord,INCOME,APPROVED_CREDIT,ANNUITY,PRICE,income_type_ord,education_ord,family_status_ord,housing_type_ord,DAYS_AGE,DAYS_WORK,DAYS_REGISTRATION,DAYS_ID_CHANGE,weekdays_apply_ord,hour_apply_ord,organization_type_ord,EXT_SCORE_1,EXT_SCORE_2,EXT_SCORE_3,SK_ID_PREV,INST_NUMBER,INST_DAYS,PAY_DAYS,AMT_INST,AMT_PAY,contract_type_prevapp_ord,ANNUITY_PREV_APP,APPLICATION,APPROVED_CREDIT_PREV_APP,AMT_DOWN_PAYMENT,PRICE_PREV_APP,weekdays_apply_prevapp_ord,hour_apply_prevapp_ord,DAYS_DECISION,TERM_PAYMENT,yield_group_ord,FIRST_DRAW,FIRST_DUE,TERMINATION,NFLAG_INSURED_ON_APPROVAL
257,288665,0,1,2,2,103500.0,327024.0,18904.5,270000.0,1,1,4,1,-11241,-123,-4273,-493,4,0,10,0.2934109934979379,0.4893703734124229,0.4974688893052743,1803183,1,-2515,-2527.0,9373815.0,9373815.0,3,9373815.0,44500.5,46705.5,0.0,44500.5,6,9,-2546,6.0,2,365243.0,-2515.0,-2419.0,1.0
266,183368,0,1,1,1,157500.0,521280.0,26743.5,450000.0,1,1,3,1,-16570,-1100,-8819,-99,5,11,1,0.3193661441017726,0.4075077104133977,0.21640296051521946,1692591,2,-687,-722.0,13394.34,13394.34,3,13394.34,143500.5,143500.5,0.0,143500.5,6,7,-748,12.0,3,365243.0,-717.0,-439.0,0.0
267,197492,0,1,1,1,157500.0,450000.0,35554.5,450000.0,1,1,2,1,-11260,-1151,-4958,-3937,3,7,2,0.16925766218935656,0.5696212925826569,0.7490217048463391,2186768,10,-141,-146.0,19561.32,19561.32,3,6602.76,66285.0,73282.5,0.0,66285.0,7,12,-441,12.0,4,365243.0,-411.0,-133.0,1.0
280,297008,0,1,2,1,90000.0,382500.0,17959.5,382500.0,1,1,1,1,-14590,-1090,-1688,-3886,2,3,2,0.6773093864046577,0.5470687440113955,0.8128226070575616,2826857,1,-165,-176.0,5726.16,5726.16,3,5726.16,45765.0,49792.5,0.0,45765.0,3,7,-195,10.0,1,365243.0,-165.0,365243.0,1.0
286,281356,0,1,1,1,81000.0,247500.0,11538.0,247500.0,1,1,2,1,-9927,-1305,-780,-2613,4,0,17,0.5813160258329547,0.4820399280702852,0.5316861425197883,2046001,3,-1571,-1565.0,6678315.0,0.945,3,6678315.0,58455.0,33012.0,27000.0,58455.0,4,7,-1674,6.0,2,365243.0,-1631.0,-1475.0,0.0
287,247343,1,1,2,2,315000.0,921861.0,27085.5,769500.0,1,2,1,1,-10998,-106,-522,-2546,2,4,3,0.4803362137956465,0.6589197971528863,0.2276129150623945,2526186,4,-2448,-2452.0,1615.32,1615.32,3,1615.32,16155.0,14539.5,1615.5,16155.0,2,5,-2569,10.0,3,365243.0,-2538.0,-2256.0,0.0
294,171581,0,1,1,3,157500.0,526491.0,16092.0,454500.0,1,2,1,1,-11533,-2281,-1375,-4020,5,6,5,0.3656263563835809,0.626046980839065,0.4884551844437485,1127266,2,-1259,-1278.0,6618105.0,6618105.0,3,6618105.0,38520.0,34668.0,3852.0,38520.0,3,11,-1320,6.0,1,365243.0,-1289.0,-1134.0,0.0
295,252622,0,1,2,1,103500.0,58500.0,2983.5,58500.0,1,2,1,1,-13725,-2856,-684,-3965,2,1,2,0.7231766495029875,0.5699643567445468,0.4418358231994413,2661651,5,-367,-369.0,21915.81,21915.81,3,11050695.0,62550.0,62550.0,0.0,62550.0,6,0,-521,6.0,3,365243.0,-487.0,-359.0,0.0
296,194710,0,1,2,1,54000.0,107820.0,10017.0,90000.0,1,2,1,1,-11693,-1399,-5351,-4360,1,0,3,0.5297942019955401,0.2989498992551133,0.12373532211307872,1678415,8,-111,-118.0,7680645.0,7680645.0,3,7680645.0,83456.01,83043.0,8346.51,83456.01,6,4,-352,12.0,4,365243.0,-321.0,365243.0,0.0
297,225207,0,1,2,1,144000.0,536917.5,19413.0,463500.0,1,1,2,1,-12018,-3547,-5228,-2350,4,10,4,0.5756948118223821,0.2987757750044745,0.4668640059537032,2576011,3,-1846,-1863.0,9855.9,9855.9,3,9855.9,85905.0,84964.5,8595.0,85905.0,6,8,-1937,12.0,2,365243.0,-1906.0,-1782.0,0.0
298,227191,0,1,2,1,157500.0,545040.0,26640.0,450000.0,2,2,3,1,-11753,-1519,-5617,-3350,5,1,2,0.4676490572692072,0.7507538065127525,0.5100895276257282,1377167,3,-973,-1005.0,6026.31,6026.31,3,6026.31,28273.5,22617.0,5656.5,28273.5,5,4,-1071,4.0,1,365243.0,-1033.0,-936.0,0.0
306,161879,0,1,2,1,90000.0,273636.0,18283.5,247500.0,1,1,1,3,-15938,-4803,-336,-4159,4,3,0,0.6507785498436919,0.5744393459809967,0.5478104658520093,2673790,5,-2198,-2201.0,26704.35,26704.35,3,3572055.0,27850.5,30609.0,0.0,27850.5,7,9,-2349,12.0,2,365243.0,-2318.0,-2195.0,1.0
308,106004,0,1,2,2,112500.0,720000.0,23926.5,720000.0,1,1,1,1,-15551,-8478,-5626,-4585,5,2,12,0.3667465276863867,0.4435356568828284,0.5779691187553125,1857350,4,-525,-550.0,18788.49,18788.49,3,18788.49,178479.0,178479.0,0.0,178479.0,6,7,-657,10.0,4,365243.0,-615.0,-488.0,0.0
309,250280,0,1,1,2,193500.0,900000.0,35158.5,900000.0,2,1,1,6,-12011,-4853,-2610,-2842,1,2,6,0.5019872793784159,0.5677064199962363,0.3791004853998145,1079953,5,-499,-504.0,3365.64,3365.64,3,3365.64,29745.0,29745.0,0.0,29745.0,3,2,-656,12.0,2,365243.0,-619.0,-281.0,0.0
315,274177,0,1,1,1,119250.0,311877.0,15133.5,252000.0,1,1,3,1,-17542,-645,-7609,-1090,2,2,5,0.6250567211352811,0.7048795707579417,0.5867400085415683,2399828,6,-2360,-2380.0,7680375.0,7680375.0,3,7680375.0,53995.5,58450.5,0.0,53995.5,2,0,-2541,10.0,2,365243.0,-2510.0,-2263.0,1.0
317,260716,0,1,2,1,157500.0,1319346.0,47520.0,1165500.0,1,1,1,1,-16834,-5074,-5084,-389,1,11,2,0.39909850546611975,0.3474069821233893,0.3706496323299817,2568267,7,-639,-637.0,17114.22,17081.1,3,17114.22,131085.0,142618.5,0.0,131085.0,2,2,-853,10.0,1,365243.0,-819.0,-540.0,0.0
318,239964,0,1,2,1,157500.0,1125000.0,32895.0,1125000.0,1,1,3,1,-16434,-9686,-7129,-4533,1,0,19,0.5317755499109713,0.7461262030379837,0.4866531565147181,2528990,4,-1817,-1832.0,6273.45,6273.45,3,6273.45,69705.0,55764.0,13941.0,69705.0,2,12,-1938,10.0,3,365243.0,-1907.0,-1632.0,0.0
322,174748,0,1,2,1,99000.0,1125000.0,29677.5,1125000.0,1,3,1,1,-14125,-2765,-1864,-4814,6,5,20,0.5567434362664904,0.4958799375105476,0.21155076420525776,1609374,11,-945,-947.0,6747075.0,6747075.0,3,6747075.0,53995.5,59341.5,0.0,53995.5,4,8,-1277,12.0,2,365243.0,-1245.0,-903.0,0.0
327,165629,0,1,2,1,315000.0,1042560.0,34587.0,900000.0,2,1,1,2,-15796,-517,-9939,-4007,2,5,2,0.7812963397428149,0.7532171303222516,0.6127042441012546,1155389,8,-2597,-2601.0,5203.17,5203.17,3,5203.17,45076.5,44586.0,4509.0,45076.5,6,1,-2838,12.0,3,365243.0,-2807.0,-2473.0,1.0
333,170536,0,1,1,1,247500.0,577147.5,23634.0,459000.0,1,1,2,1,-9721,-285,-5918,-2305,5,4,21,0.5617786775444416,0.3871053995693295,0.6178261467332483,2101535,3,-984,-996.0,45060435.0,45060435.0,3,11649465.0,65200.5,65200.5,0.0,65200.5,1,3,-1075,6.0,3,365243.0,-1044.0,-978.0,0.0
335,242910,0,1,2,1,112500.0,454500.0,16321.5,454500.0,1,1,1,1,-14894,-3703,-5395,-2703,2,1,5,0.5204305982236961,0.6925483477972729,0.326475210066026,1106745,5,-1179,-1190.0,5181.39,5181.39,3,5181.39,26905.5,25411.5,2691.0,26905.5,4,9,-1336,6.0,2,365243.0,-1299.0,-1143.0,0.0
338,108273,0,1,1,3,90000.0,450000.0,19066.5,450000.0,1,1,1,1,-17362,-2447,-3087,-920,2,0,2,0.3982000164001875,0.6732273902127568,0.8347841592331774,1108592,8,-2271,-2282.0,2204.28,2204.28,3,2204.28,22045.5,19840.5,2205.0,22045.5,5,8,-2517,10.0,3,365243.0,-2481.0,-1521.0,0.0
341,139984,0,1,1,1,202500.0,256761.0,29038.5,225000.0,2,1,2,1,-8706,-1111,-4263,-1313,5,5,6,0.2164383019915212,0.2858978721410488,0.11538666200733562,1746736,6,-811,-828.0,26303625.0,26303625.0,3,26353.71,152091.0,142753.5,15210.0,152091.0,7,12,-992,6.0,1,365243.0,-961.0,-803.0,0.0
343,162496,0,2,2,1,67500.0,180000.0,9000.0,180000.0,1,1,3,1,-19619,-859,-10244,-3144,5,11,2,0.6411524036540394,0.6364407047177185,0.7136313997323308,2594306,2,-189,-235.0,10252485.0,10252485.0,3,10252485.0,113386.5,100287.0,22680.0,113386.5,1,5,-249,12.0,1,365243.0,-219.0,-152.0,1.0
348,174952,1,1,2,1,427500.0,666675.0,52803.0,603000.0,1,1,1,1,-18872,-944,-12918,-1596,5,11,9,0.3107994358448987,0.5357271906929939,0.5656079814115492,2578160,4,-289,-301.0,11824.74,11824.74,3,11694.24,63850.5,63850.5,0.0,63850.5,2,0,-409,6.0,1,365243.0,-379.0,-222.0,0.0
356,224359,0,1,1,1,81000.0,239850.0,25960.5,225000.0,2,1,1,1,-11135,-1329,-966,-3615,1,12,22,0.17481236810832596,0.5980172206656823,0.3233112448967859,2652328,6,-1925,-1949.0,3018.87,3018.87,3,3034.35,15758.64,14881.5,1579.14,15758.64,1,5,-2107,6.0,2,365243.0,-2075.0,-1912.0,0.0
357,295608,0,1,2,1,112500.0,360000.0,20664.0,360000.0,1,1,2,1,-12969,-5840,-7066,-4321,3,14,2,0.4534784054969418,0.2494413842384373,0.7557400501752248,2191687,5,-1790,-1812.0,11083095.0,11083095.0,3,11083095.0,57546.0,54355.5,5755.5,57546.0,7,7,-1950,6.0,2,365243.0,-1910.0,-1754.0,0.0
360,284011,0,1,2,2,112500.0,152820.0,16177.5,135000.0,1,1,1,1,-11270,-977,-661,-3423,4,7,4,0.6674139301732948,0.6307499120783092,0.22009464485041005,1162520,2,-419,-419.0,9870885.0,9870885.0,3,9870885.0,86346.0,95463.0,0.0,86346.0,7,9,-480,12.0,1,365243.0,-449.0,-116.0,0.0
361,242473,0,1,2,1,180000.0,450000.0,16294.5,450000.0,4,2,3,1,-21300,-1301,-8959,-4289,1,4,5,0.7675644369590788,0.4662133660642207,0.4418358231994413,2507681,2,-2664,-2716.0,9127.35,9127.35,1,9127.35,135000.0,135000.0,0.0,135000.0,2,11,-2724,24.0,2,365243.0,-2694.0,-2383.0,0.0
363,299505,0,1,2,1,216000.0,284400.0,16456.5,225000.0,3,1,5,3,-23634,365243,-6234,-3799,1,0,8,0.7853918093389198,0.6349670262835281,0.5779691187553125,1893834,3,-656,-658.0,7533405.0,7533405.0,3,7533405.0,64755.0,71595.0,0.0,64755.0,3,4,-747,12.0,1,365243.0,-716.0,-379.0,0.0
367,280923,0,1,1,1,292500.0,266652.0,21195.0,202500.0,1,1,2,1,-8866,-951,-1227,-1512,5,1,0,0.12867684265051832,0.5256845986546003,0.4014074137749511,2571550,1,-644,-654.0,3524.4,3524.4,3,3524.4,38586.6,34726.5,3860.1,38586.6,1,12,-683,12.0,1,365243.0,-644.0,-516.0,0.0
371,243432,1,1,2,2,112500.0,922500.0,27103.5,922500.0,1,1,1,1,-12619,-802,-4000,-1158,5,12,2,0.3767733802031353,0.023584002184466053,0.23272477626794336,1698576,4,-139,-144.0,6920415.0,6920415.0,3,6920415.0,39271.5,42381.0,0.0,39271.5,5,11,-259,8.0,2,365243.0,-229.0,-12.0,1.0
372,181497,0,1,1,2,315000.0,598500.0,42691.5,598500.0,2,1,1,1,-12018,-2397,-6133,-273,5,12,4,0.112185285484307,0.6856476244229417,0.5849900404894085,1748854,5,-2713,-2713.0,4582575.0,4582575.0,3,4582575.0,27333.0,22833.0,4500.0,27333.0,1,11,-2867,6.0,2,365243.0,-2833.0,-2679.0,0.0
374,101319,0,1,2,2,81000.0,203760.0,21748.5,180000.0,2,1,1,1,-8827,-721,-3650,-1506,6,5,4,0.3165080970930624,0.6889234121351888,0.3825018041447388,2087600,1,-2043,-2061.0,5271345.0,5271345.0,3,5271345.0,27783.0,25852.5,3150.0,27783.0,7,8,-2085,6.0,2,365243.0,-2043.0,-1917.0,0.0
379,288979,0,1,2,1,135000.0,215640.0,13158.0,180000.0,3,2,5,1,-23499,365243,-1290,-1455,4,11,8,0.7913044539646679,0.6973278956745776,0.5797274227921155,1354588,4,-138,-131.0,4512.42,4.68,3,4512.42,44775.0,44775.0,0.0,44775.0,4,0,-266,12.0,1,365243.0,-228.0,-74.0,0.0
381,143552,0,1,2,2,180000.0,545040.0,43191.0,450000.0,1,2,1,1,-10950,-2239,-1674,-1673,3,5,21,0.7228934239717987,0.6795835768356047,0.6785676886853644,1016735,1,-276,-287.0,4828905.0,4828905.0,3,4828905.0,59809.5,47844.0,11965.5,59809.5,5,8,-306,12.0,1,365243.0,-276.0,-213.0,0.0
385,291787,0,1,2,1,301500.0,592560.0,35937.0,450000.0,2,2,1,1,-17551,-5864,-6888,-852,3,11,23,0.8657808844158515,0.574022326771418,0.6263042766749393,2558612,14,-819,-896.0,8666.01,8666.01,3,8666.01,125550.0,144193.5,0.0,125550.0,2,13,-1240,18.0,4,365243.0,-1209.0,-751.0,0.0
388,184400,0,1,2,2,90000.0,485901.0,23503.5,369000.0,4,1,1,1,-13839,-2005,-7942,-3504,5,5,5,0.4515227968124017,0.35599248906345243,0.17352743046491467,1642553,1,-2746,-2760.0,2660.04,2660.04,3,2660.04,63855.0,57082.5,6772.5,63855.0,7,0,-2777,24.0,4,365243.0,-2746.0,-2049.0,0.0
407,134299,0,1,2,1,90000.0,276277.5,14233.5,238500.0,1,1,1,1,-18125,-7648,-1202,-1665,2,11,6,0.7691628688574025,0.4657018600714495,0.6577838002083306,2638454,7,-557,-565.0,12138705.0,12138705.0,3,12138705.0,121410.0,109269.0,12141.0,121410.0,4,8,-768,10.0,3,365243.0,-737.0,-464.0,0.0
412,263863,1,1,1,2,157500.0,835380.0,42651.0,675000.0,1,1,3,1,-14201,-1047,-8283,-4129,3,7,4,0.2581048813519489,0.6272748378253387,0.1385128770585923,2411934,4,-148,-185.0,5971.14,5971.14,3,5971.14,110250.0,88200.0,22050.0,110250.0,7,8,-298,20.0,1,365243.0,-238.0,365243.0,0.0
413,166247,0,1,2,1,193500.0,545040.0,39627.0,450000.0,2,1,1,1,-19476,-982,-13393,-2971,7,3,4,0.8630009489131572,0.5747440238597067,0.4382813743111921,1441943,12,-52,-52.0,16465095.0,16465095.0,3,16473285.0,159741.0,156100.5,15975.0,159741.0,7,9,-413,12.0,1,365243.0,-382.0,-49.0,0.0
414,135195,0,1,2,2,54000.0,191880.0,20794.5,180000.0,1,1,1,1,-9879,-2529,-610,-1564,4,2,2,0.382243605817177,0.4054923871125607,0.17982176508970435,1125431,2,-41,-57.0,6173145.0,6173145.0,3,6173145.0,48014595.0,54350595.0,0.0,48014595.0,7,5,-116,10.0,3,365243.0,-71.0,365243.0,0.0
418,175819,0,1,2,2,247500.0,835380.0,33259.5,675000.0,2,2,2,1,-15900,-238,-8289,-4362,6,5,4,0.4702994992515376,0.35547126617314745,0.5954562029091491,1267636,3,-1403,-1464.0,12369285.0,12369285.0,3,12369285.0,135036.0,135036.0,0.0,135036.0,3,3,-1494,12.0,4,365243.0,-1463.0,-1280.0,0.0
422,139773,0,1,2,1,202500.0,135000.0,14670.0,135000.0,2,3,2,1,-9908,-1727,-14,-2563,5,0,0,0.6832768335724425,0.2341353495229223,0.6127042441012546,2642635,4,-105,-123.0,20218815.0,20218815.0,3,2748285.0,34032.15,27229.5,6802.65,34032.15,4,4,-232,12.0,1,365243.0,-195.0,-103.0,0.0
424,148757,0,1,1,1,225000.0,450000.0,32742.0,450000.0,4,2,1,6,-12850,-3227,-2783,-1439,6,1,11,0.2731850192387833,0.6559895813685096,0.6479768603302221,1522366,6,-1968,-1970.0,10071.36,10071.36,3,10071.36,89955.0,88969.5,9000.0,89955.0,6,4,-2149,12.0,2,365243.0,-2118.0,-1784.0,0.0
432,150000,0,1,2,1,121500.0,298512.0,18261.0,270000.0,2,1,4,1,-22964,-6774,-10770,-2713,4,7,0,0.6940167023560362,0.752549902852924,0.20915469884100693,1235767,4,-1621,-1657.0,2752425.0,2752425.0,3,2752425.0,29430.0,13680.0,15750.0,29430.0,1,2,-1758,6.0,2,365243.0,-1711.0,-1584.0,0.0
433,233637,0,1,2,1,135000.0,1006920.0,39933.0,900000.0,2,1,3,1,-15876,-3247,-4948,-3987,3,15,4,0.7101290093246191,0.4747172052958529,0.7366226976503176,1824476,2,-331,-372.0,18150975.0,18150975.0,3,18150975.0,102739.5,102739.5,0.0,102739.5,3,14,-392,6.0,3,365243.0,-361.0,-262.0,0.0
434,245597,1,2,2,1,81000.0,180000.0,9000.0,180000.0,1,1,2,1,-10983,-1176,-2372,-2375,4,5,24,0.18177634130399173,0.3568000554074159,0.13259749523614614,2693642,21,-500,-525.0,7983.72,991.89,3,8114.22,112837.5,135180.0,0.0,112837.5,7,4,-1131,24.0,1,365243.0,-1100.0,-403.0,0.0
439,198319,1,1,2,2,189000.0,473760.0,50269.5,450000.0,1,2,1,1,-12620,-1395,-6542,-1451,1,0,15,0.3152397274996251,0.07508736722624539,0.18303516721781032,2190978,7,-95,-111.0,37406835.0,37406835.0,3,9886.86,82606.5,80887.5,8262.0,82606.5,3,3,-306,10.0,1,365243.0,-275.0,-92.0,0.0
440,279198,0,1,2,1,72000.0,143910.0,14017.5,135000.0,3,1,1,1,-22490,365243,-11949,-4460,3,11,8,0.7373920354021046,0.5835222124251309,0.2910973802776635,2048275,6,-481,-492.0,3051.63,3051.63,3,3051.63,17460.0,18688.5,0.0,17460.0,6,7,-662,8.0,2,365243.0,-631.0,-416.0,0.0
444,290835,0,1,2,2,126000.0,193500.0,20448.0,193500.0,1,1,2,1,-14593,-112,-8291,-4375,1,2,2,0.4029990335587421,0.5441032182960012,0.6577838002083306,2764850,6,-2378,-2383.0,5951475.0,5951475.0,3,5967.09,31927.5,29731.5,3600.0,31927.5,4,4,-2559,6.0,2,365243.0,-2528.0,-2374.0,1.0
447,262662,0,2,2,2,90000.0,180000.0,9000.0,180000.0,1,4,1,1,-13356,-761,-7238,-4272,3,6,12,0.23356276895485245,0.6328406877046258,0.511891801533151,1573853,6,-676,-686.0,14069295.0,14069295.0,3,14069295.0,103689.0,114637.5,0.0,103689.0,7,0,-857,12.0,2,365243.0,-826.0,-493.0,0.0
450,208708,0,1,1,1,153000.0,158148.0,6088.5,103500.0,2,1,1,1,-20553,-3886,-13030,-3948,1,9,25,0.6623087322530509,0.7016349688527338,0.4650692149562261,1874191,7,-1319,-1361.0,21389895.0,21389895.0,1,21389895.0,180000.0,231786.0,0.0,180000.0,1,8,-1532,18.0,2,365243.0,-1499.0,-1254.0,0.0
456,136012,0,1,2,1,112500.0,153000.0,18288.0,153000.0,1,3,2,2,-10277,-1790,-4289,-2933,2,6,18,0.3239235768998962,0.23017108457860064,0.7675231046555077,2191142,6,-1249,-1258.0,9302175.0,9302175.0,3,9302175.0,90720.0,99702.0,0.0,90720.0,7,0,-1430,12.0,3,365243.0,-1399.0,-1066.0,0.0
463,101813,0,1,2,1,382500.0,2159842.5,57105.0,1930500.0,3,2,1,3,-21234,365243,-8998,-3960,7,0,8,0.874444503104073,0.5917037169628492,0.6879328378491735,2050576,1,-527,-521.0,17976.42,16004.97,3,17976.42,103477.5,93127.5,10350.0,103477.5,2,5,-558,6.0,2,365243.0,-527.0,-371.0,0.0
465,104043,0,1,1,1,180000.0,284400.0,13257.0,225000.0,1,1,3,2,-11316,-3301,-2508,-3875,5,1,2,0.2145166522485802,0.03845900518821786,0.4365064990977374,1940540,10,-1249,-1253.0,2175.57,2175.57,3,2175.57,19669.5,19440.0,1980.0,19669.5,2,8,-1550,12.0,1,365243.0,-1519.0,-1167.0,0.0
466,147391,0,1,2,1,103500.0,1236816.0,36292.5,1080000.0,3,1,1,1,-21946,365243,-237,-4969,1,3,8,0.6901154044928958,0.37714114982133257,0.7850520263728172,1833130,2,-630,-635.0,15654.51,15654.51,3,15654.51,79645.5,83853.0,0.0,79645.5,3,11,-691,6.0,1,365243.0,-660.0,-505.0,0.0
469,199596,0,1,2,1,225000.0,813195.0,27004.5,702000.0,1,1,1,1,-22911,-8112,-3582,-69,3,11,4,0.7196377886121512,0.608494712124698,0.18195910978627847,1682828,5,-517,-517.0,8472825.0,8472825.0,3,8472825.0,74871.0,82777.5,0.0,74871.0,7,9,-668,12.0,1,365243.0,-637.0,-325.0,0.0
474,274131,0,1,2,1,225000.0,354276.0,21802.5,292500.0,1,2,5,1,-21045,-1852,-6906,-2546,2,2,26,0.483668793568503,0.5825121371995885,0.7324033228040929,2360272,2,-1540,-1541.0,3865815.0,3865815.0,3,3865815.0,31495.5,31153.5,3150.0,31495.5,4,5,-1601,12.0,2,365243.0,-1570.0,-1234.0,0.0
479,179918,0,1,2,2,180000.0,450000.0,23692.5,450000.0,2,2,1,4,-11916,-1114,-4552,-2446,5,11,4,0.5561849222192913,0.4986132956088745,0.06337536230998861,1088225,5,-469,-494.0,6756885.0,6756885.0,3,3439.98,20236.5,18211.5,2025.0,20236.5,1,2,-620,6.0,1,365243.0,-589.0,-441.0,0.0
482,115853,0,1,2,1,139500.0,431280.0,22149.0,360000.0,3,1,5,1,-20909,365243,-3571,-4422,2,5,8,0.6051706702750851,0.2379643131162123,0.11987796089553485,2802870,2,-1179,-1191.0,6886.89,6886.89,3,6886.89,97335.0,116608.5,0.0,97335.0,1,0,-1240,24.0,1,365243.0,-1209.0,-1143.0,0.0
485,137511,0,1,2,1,202500.0,900000.0,26316.0,900000.0,1,2,1,1,-14796,-761,-3275,-5095,4,10,2,0.7120068316515049,0.6031945339406214,0.6674577419214722,1290477,6,-1110,-1141.0,5555115.0,4.14,3,5560965.0,32917.5,27639.0,6583.5,32917.5,1,5,-1291,6.0,2,365243.0,-1260.0,-1103.0,0.0
488,156247,0,1,1,1,315000.0,801306.0,51340.5,742500.0,1,1,1,1,-11169,-4218,-3213,-3226,2,14,4,0.1819196911745224,0.5193013627509243,0.3996756156233169,2100049,5,-2220,-2243.0,7670.61,7670.61,3,7670.61,36130.5,37917.0,0.0,36130.5,4,2,-2371,6.0,2,365243.0,-2340.0,-2186.0,1.0
493,293642,0,1,2,1,99000.0,108000.0,12816.0,108000.0,1,1,1,1,-12571,-2788,-3611,-4534,2,2,2,0.3218614889385632,0.4338005618509143,0.1510075350878296,1363080,6,-2012,-2016.0,4134.15,4134.15,3,4134.15,30055.5,31401.0,1485.0,30055.5,7,0,-2193,12.0,2,365243.0,-2162.0,-1829.0,0.0
495,211033,0,1,1,1,216000.0,225000.0,15219.0,225000.0,4,1,2,1,-14633,-1365,-4282,-4642,2,3,14,0.3207800694602747,0.5787635666309345,0.3606125659189888,1801046,9,-104,-127.0,10707255.0,10707255.0,3,10707255.0,92560.5,88060.5,4500.0,92560.5,6,15,-388,12.0,2,365243.0,-344.0,-72.0,0.0
497,251221,0,1,2,2,135000.0,237024.0,12231.0,180000.0,1,3,2,1,-11542,-4026,-5047,-3754,5,1,1,0.2350805103626543,0.5866595620364374,0.2276129150623945,2778762,8,-905,-917.0,6086475.0,6086475.0,3,6086475.0,109035.0,132061.5,0.0,109035.0,6,3,-1147,24.0,4,365243.0,-1115.0,-864.0,0.0
500,156802,0,1,2,1,180000.0,180000.0,9319.5,180000.0,2,1,4,1,-17876,-6877,-4821,-1298,6,4,6,0.4934928866001818,0.6936042842102371,0.05063151314334608,1987471,1,-241,-271.0,3135.24,3135.24,3,3135.24,34515.0,31063.5,3451.5,34515.0,1,0,-299,12.0,1,365243.0,-241.0,-209.0,0.0
504,258343,0,1,1,2,112500.0,270000.0,14265.0,270000.0,1,1,1,1,-15760,-237,-1967,-4612,2,10,20,0.4943988034544166,0.6408362410837627,0.4311917977993083,2813015,7,-2012,-2014.0,2257515.0,2257515.0,3,2257515.0,18900.0,18162.0,2250.0,18900.0,3,4,-2225,11.0,2,365243.0,-2192.0,-1885.0,1.0
505,236436,0,1,2,1,72000.0,45000.0,4450.5,45000.0,1,1,5,1,-24628,-4992,-2636,-3986,6,2,17,0.8485966458087245,0.5514106444147755,0.7281412993111438,1954218,4,-480,-482.0,10830.6,10830.6,3,10830.6,125910.0,152500.5,0.0,125910.0,7,8,-601,24.0,2,365243.0,-570.0,365243.0,0.0
509,101730,1,1,2,3,90000.0,450000.0,19066.5,450000.0,1,1,1,1,-13840,-2067,-3467,-857,4,1,18,0.4019531374329863,0.4078773502349615,0.12295541790885495,1131662,9,-1523,-1553.0,3790215.0,26.28,3,3790215.0,30600.0,34299.0,3060.0,30600.0,2,6,-1794,12.0,1,365243.0,-1763.0,-1425.0,0.0
510,181258,0,1,1,1,103500.0,742500.0,32836.5,742500.0,3,1,1,1,-23466,365243,-10247,-4423,3,0,8,0.6015829502758081,0.7043607211825732,0.6246146584503397,1354777,14,-395,-404.0,7224.3,7224.3,3,7224.3,131872.5,166689.0,0.0,131872.5,6,7,-816,30.0,3,365243.0,-785.0,365243.0,0.0
512,130916,0,1,2,1,135000.0,358443.0,13509.0,252000.0,1,1,1,1,-19586,-3219,-4042,-337,6,3,2,0.6115582919157518,0.5805271924927612,0.5867400085415683,2674956,4,-197,-213.0,10677.15,10677.15,3,10677.15,114390.0,114390.0,0.0,114390.0,6,5,-322,12.0,3,365243.0,-287.0,365243.0,0.0
513,292484,0,1,2,3,157500.0,781920.0,39852.0,675000.0,2,1,4,1,-13034,-6358,-3733,-4438,2,10,4,0.5161293298268493,0.7459853425075461,0.14287252304131962,2108429,1,-1249,-1279.0,2757.33,1243035.0,3,2757.33,14089.5,14089.5,0.0,14089.5,4,12,-1316,6.0,2,365243.0,-1249.0,-1089.0,0.0
520,263194,0,1,1,1,153000.0,668484.0,26032.5,558000.0,1,1,2,1,-11506,-1657,-7609,-2554,2,5,27,0.19868309612292487,0.4063888698380378,0.3185955240537633,2038081,2,-441,-469.0,120941145.0,120941145.0,3,14390595.0,130954.5,130954.5,0.0,130954.5,5,5,-508,10.0,3,365243.0,-471.0,-436.0,0.0
521,250295,1,1,2,1,157500.0,311877.0,17046.0,252000.0,3,1,5,1,-21273,365243,-9590,-4156,2,9,8,0.5632013616762742,0.306519760347349,0.3539876078507373,2681593,9,-367,-390.0,9427.23,24.93,3,9427.23,86706.0,95863.5,0.0,86706.0,1,2,-638,12.0,1,365243.0,-607.0,-261.0,0.0
526,121004,0,1,1,1,180000.0,348264.0,23404.5,315000.0,1,1,3,1,-15253,-311,-8422,-4812,6,11,0,0.32399327058882355,0.2796006655597589,0.6658549219640212,2841806,4,-215,-247.0,9881.82,9881.82,3,9881.82,74686.5,81261.0,0.0,74686.5,6,5,-336,10.0,1,365243.0,-305.0,-90.0,0.0
528,290649,0,1,1,1,225000.0,808650.0,26217.0,675000.0,1,2,1,1,-21409,-2801,-4431,-4431,5,5,9,0.8132729257264977,0.6755179341232559,0.15663982703141147,1509381,5,-2751,-2741.0,12118635.0,12118635.0,3,12118635.0,76414.14,76410.0,4.14,76414.14,1,9,-2902,8.0,2,365243.0,-2871.0,-2623.0,0.0
